id;capacity;motorbike_type_id
173;1170;5
174;1170;5
175;1170;5
176;999;5
177;999;5
178;999;5
179;999;5
180;999;5
181;999;5
182;999;5
183;999;5
184;999;5
185;987;6
186;987;2
187;987;1
188;987;6
189;987;6
190;987;6
191;987;6
192;987;6
193;987;6
194;987;6
195;987;4
196;987;6
197;987;6
198;987;6
199;987;6
200;987;6
201;987;6
202;987;6
203;987;6
204;987;6
205;987;6
206;987;6
207;987;6
208;987;2
209;987;6
210;987;6
211;987;6
212;987;6
213;980;6
214;987;6
215;987;6
216;987;6
217;987;6
218;987;6
219;987;6
220;1092;6
221;1092;6
222;1092;6
223;1092;6
224;1092;6
225;1092;6
226;1092;6
227;1092;6
228;1092;6
229;1092;6
230;1130;6
231;1171;6
232;1171;6
233;1157;6
234;1171;6
235;1171;6
236;1171;6
237;1172;6
238;1171;6
239;1171;6
240;1171;6
241;1171;6
242;1171;6
243;1171;6
244;1171;6
245;1171;6
246;1157;4
247;1157;4
248;1157;5
249;1157;5
250;1157;5
251;1171;6
252;1171;6
253;1171;6
254;1171;6
255;1171;6
256;1171;6
257;1171;6
258;1171;6
259;1171;6
260;1157;5
261;1157;5
262;1157;6
263;1293;6
264;1293;6
265;1293;6
266;1293;4
267;1293;5
268;1293;4
269;1293;4
270;1293;4
271;1293;4
272;1293;4
273;1293;4
274;1293;4
275;1293;4
276;1293;5
277;1293;5
278;1293;6
279;1293;5
280;1293;5
281;1293;5
282;1293;5
283;1293;5
284;1293;5
285;1293;5
286;1293;5
287;1293;5
288;1649;6
289;1649;6
290;1649;6
291;1649;6
292;1649;6
293;1649;6
294;1649;6
295;1649;6
296;1649;6
297;1649;6
298;1649;6
299;1649;6
300;1649;6
301;1649;6
302;1649;6
303;1649;6
304;1649;6
305;1649;6
306;1649;6
307;1649;6
308;1649;6
309;1649;6
310;1649;6
311;1649;6
312;1649;6
313;1649;6
314;1649;6
315;1649;6
316;1649;6
317;1649;6
318;1649;6
319;1649;6
320;1649;6
321;1649;6
322;1649;6
323;1649;6
324;1649;6
325;1649;6
326;1649;6
327;1649;6
328;1649;6
329;1649;6
330;1649;6
331;1649;6
332;1649;6
333;1649;6
334;1649;6
335;1649;6
336;1649;6
337;1649;6
338;740;1
339;740;6
340;740;6
341;740;1
342;740;4
343;740;4
344;740;6
345;740;4
346;740;4
347;740;6
348;740;1
349;740;6
350;740;6
351;740;6
352;740;6
353;740;6
354;740;6
355;740;6
356;740;6
357;740;6
358;740;6
359;740;6
360;740;6
361;740;6
362;740;6
363;740;6
364;740;6
365;740;6
366;1157;6
367;1157;6
368;1172;6
369;1157;4
370;1157;5
371;492;5
372;492;5
373;492;5
374;492;5
375;492;5
376;999;5
377;999;5
378;979;1
379;979;6
380;979;6
381;979;6
382;979;5
383;979;2
384;979;6
385;979;2
386;979;3
387;979;3
388;979;6
389;979;6
390;979;1
391;979;7
392;979;1
393;979;6
394;979;7
395;979;7
396;974;1
397;980;1
398;979;7
399;979;6
400;979;6
401;980;4
402;980;4
403;980;4
404;980;4
405;980;6
406;979;2
407;979;6
408;979;6
409;979;2
410;979;6
411;979;6
412;979;6
413;979;6
414;979;6
415;979;6
416;979;2
417;979;6
418;979;6
419;979;6
420;979;6
421;979;6
422;979;6
423;979;6
424;979;6
425;979;6
426;979;6
427;979;6
428;980;6
429;979;1
430;979;6
431;979;6
432;979;6
433;979;1
434;979;2
435;979;6
436;979;2
437;1085;3
438;1085;3
439;1085;3
440;1085;1
441;1085;3
442;1085;4
443;1085;4
444;1085;4
445;1085;4
446;1085;4
447;1085;4
448;1085;4
449;1085;5
450;1085;6
451;1085;6
452;1085;6
453;1085;6
454;1185;6
455;1085;6
456;1085;6
457;1085;6
458;1085;6
459;1085;6
460;1085;6
461;1085;6
462;1085;6
463;1085;6
464;1085;6
465;1085;6
466;1085;6
467;1085;6
468;1085;5
469;1085;6
470;1085;5
471;1130;3
472;1130;3
473;1130;3
474;1130;3
475;1130;3
476;1130;1
477;1130;3
478;1130;4
479;1130;4
480;1130;4
481;1130;4
482;1130;4
483;1130;4
484;1130;4
485;1130;4
486;1130;4
487;1130;6
488;1130;6
489;1130;6
490;1130;6
491;1130;6
492;1130;6
493;1130;6
494;1130;6
495;1170;8
496;1170;8
497;1170;8
498;1170;8
499;1170;8
500;1170;8
501;1170;8
502;1170;8
503;1170;8
504;1170;8
505;1170;8
506;1170;8
507;1170;8
508;1170;8
509;1170;6
510;1170;8
511;1170;8
512;1170;8
513;1170;1
514;1170;3
515;1170;3
516;1170;3
517;1170;3
518;1170;3
519;1170;3
520;1170;3
521;1170;3
522;1170;3
523;1170;3
524;1170;3
525;1170;3
526;1170;3
527;1170;3
528;1170;3
529;1170;3
530;1170;3
531;1170;3
532;1170;3
533;1170;3
534;1170;3
535;1170;3
536;1170;3
537;1170;3
538;1170;3
539;1170;3
540;1170;3
541;1170;3
542;1170;3
543;1170;3
544;1170;3
545;1170;3
546;1170;3
547;1170;3
548;1170;3
549;1170;3
550;1170;3
551;1170;3
552;1170;8
553;1170;5
554;1170;5
555;1170;4
556;1170;4
557;1170;4
558;1170;4
559;1170;1
560;1170;1
561;1170;1
562;1170;1
563;1170;1
564;1170;1
565;1170;1
566;1170;4
567;1170;4
568;1170;1
569;1170;1
570;1170;1
571;1170;1
572;1170;1
573;1170;1
574;1170;1
575;1170;1
576;1170;1
577;1170;1
578;1170;1
579;1170;1
580;1170;6
581;1170;6
582;1170;6
583;1170;6
584;1170;6
585;1170;6
586;1170;6
587;1170;6
588;1170;6
589;1170;6
590;1170;6
591;1170;6
592;1170;6
593;1170;6
594;1170;6
595;1170;6
596;1170;6
597;1170;6
598;1170;6
599;1170;5
600;1170;5
601;1170;5
602;1170;6
603;1170;6
604;1170;6
605;1254;3
606;1254;3
607;1254;3
608;1254;3
609;1254;3
610;1254;3
611;1254;3
612;1254;3
613;1254;3
614;1254;3
615;1254;3
616;1254;6
617;1254;4
618;1254;4
619;1254;4
620;1254;3
621;1254;6
622;1254;3
623;1254;3
624;1254;6
625;1254;3
626;1254;3
627;736;8
628;736;8
629;736;8
630;736;8
631;736;8
632;1802;8
633;1802;8
634;1802;8
635;1802;8
636;1802;8
637;1802;6
638;198;2
639;473;6
640;473;2
641;473;6
642;473;4
643;473;5
644;473;2
645;473;2
646;473;6
647;473;6
648;473;6
649;500;8
650;498;6
651;498;6
652;498;6
653;594;1
654;594;1
655;594;1
656;594;1
657;594;1
658;594;1
659;594;1
660;594;1
661;594;1
662;594;1
663;594;1
664;594;1
665;594;1
666;594;1
667;594;1
668;599;1
669;599;1
670;599;2
671;599;4
672;599;2
673;599;2
674;599;2
675;599;2
676;599;4
677;649;6
678;649;4
679;649;6
680;649;2
681;649;6
682;649;2
683;649;4
684;649;2
685;649;1
686;649;2
687;649;3
688;649;6
689;649;6
690;649;3
691;649;3
692;649;1
693;650;3
694;649;6
695;649;6
696;649;2
697;745;2
698;745;2
699;745;6
700;745;1
701;745;6
702;745;2
703;745;2
704;797;5
705;797;6
706;797;2
707;797;6
708;797;4
709;797;6
710;797;6
711;797;1
712;797;7
713;797;1
714;797;1
715;797;3
716;797;3
717;797;3
718;797;1
719;797;2
720;797;3
721;797;3
722;797;1
723;797;1
724;797;3
725;797;3
726;798;4
727;797;1
728;797;3
729;797;3
730;797;6
731;797;6
732;797;6
733;797;6
734;797;2
735;797;6
736;797;6
737;797;6
738;797;6
739;797;6
740;797;6
741;797;1
742;797;1
743;797;6
744;797;4
745;797;6
746;797;6
747;797;6
748;848;4
749;848;8
750;848;8
751;848;8
752;848;8
753;848;8
754;848;8
755;848;3
756;848;3
757;848;4
758;848;4
759;848;4
760;848;4
761;848;4
762;848;4
763;848;4
764;848;4
765;848;4
766;848;4
767;848;4
768;848;4
769;848;6
770;848;6
771;898;6
772;898;2
773;898;2
774;898;6
775;898;6
776;898;6
777;1170;4
778;1170;4
779;1170;4
780;1170;5
781;1170;2
782;1170;5
783;1170;5
784;1170;5
785;1170;5
786;1170;2
787;1170;5
788;1170;4
789;1170;4
790;1170;4
791;1170;4
792;1170;4
793;1170;4
794;1170;4
795;1170;4
796;1170;4
797;1170;4
798;1170;4
799;1170;4
800;1170;4
801;1170;4
802;1170;4
803;1170;4
804;1170;4
805;1170;4
806;1170;4
807;1170;4
808;1170;4
809;1170;4
810;1170;4
811;1170;4
812;1170;4
813;1170;4
814;1170;4
815;745;1
816;745;1
817;745;1
818;745;1
819;745;1
820;745;1
821;745;1
822;745;1
823;745;1
824;1150;3
825;745;1
826;745;1
827;745;1
828;745;1
829;745;1
830;745;1
831;745;1
832;745;1
833;745;5
834;745;5
835;745;5
836;745;5
837;745;5
838;745;5
839;745;5
840;745;5
841;1170;3
842;1170;3
843;1170;4
844;1170;6
845;1170;5
846;1170;6
847;736;1
848;736;1
849;736;1
850;736;1
851;736;1
852;736;1
853;198;1
854;198;1
855;198;1
856;198;1
857;198;1
858;198;1
859;192;1
860;192;1
861;247;1
862;247;1
863;247;1
864;247;1
865;247;1
866;247;1
867;247;1
868;247;1
869;247;1
870;247;1
871;247;1
872;247;1
873;247;1
874;247;1
875;247;1
876;247;1
877;247;1
878;247;1
879;247;1
880;247;1
881;247;1
882;247;1
883;247;1
884;247;1
885;247;1
886;247;1
887;247;1
888;247;1
889;305;1
890;494;4
891;494;4
892;494;4
893;494;4
894;342;1
895;342;1
896;342;1
897;342;1
898;494;1
899;494;1
900;247;4
901;247;4
902;398;1
903;398;1
904;398;1
905;398;1
906;398;1
907;398;1
908;494;1
909;494;1
910;494;1
911;494;1
912;494;1
913;494;1
914;494;1
915;494;1
916;494;1
917;494;1
918;494;1
919;494;1
920;494;1
921;494;1
922;494;1
923;494;1
924;494;1
925;494;1
926;494;1
927;494;1
928;494;1
929;494;1
930;494;1
931;498;1
932;494;1
933;494;1
934;494;1
935;494;1
936;494;1
937;494;1
938;494;1
939;494;1
940;494;1
941;494;1
942;494;1
943;494;1
944;494;1
945;494;1
946;494;1
947;486;1
948;486;1
949;494;1
950;494;1
951;494;1
952;600;1
953;594;1
954;594;1
955;594;1
956;600;1
957;600;1
958;600;1
959;600;1
960;745;1
961;745;1
962;735;1
963;735;1
964;649;6
965;649;4
966;596;1
967;596;1
968;596;1
969;596;1
970;594;1
971;594;1
972;594;1
973;594;1
974;594;5
975;594;5
976;594;5
977;594;5
978;594;5
979;594;5
980;594;5
981;594;5
982;594;5
983;594;5
984;594;5
985;594;5
986;594;5
987;594;5
988;594;5
989;594;5
990;594;5
991;594;5
992;594;5
993;594;5
994;594;5
995;594;5
996;746;8
997;746;8
998;746;8
999;746;8
1000;745;5
1001;797;1
1002;898;5
1003;1130;4
1004;999;5
1005;999;5
1006;999;5
1007;999;5
1008;999;4
1009;999;4
1010;999;4
1011;999;4
1012;999;4
1013;999;5
1014;999;4
1015;999;5
1016;999;5
1017;999;5
1018;999;5
1019;999;5
1020;999;5
1021;999;5
1022;999;5
1023;999;5
1024;999;5
1025;999;5
1026;999;5
1027;999;5
1028;999;5
1029;999;5
1030;999;5
1031;999;5
1032;999;5
1033;999;5
1034;999;5
1035;999;5
1036;999;5
1037;999;5
1038;999;5
1039;999;5
1040;652;1
1041;234;1
1042;399;1
1043;599;4
1044;599;4
1045;599;5
1046;745;8
1047;745;8
1048;919;5
1049;919;4
1050;919;4
1051;919;4
1052;124.1;1
1053;1084;3
1054;1084;3
1055;1084;3
1056;1084;3
1057;1084;3
1058;1084;3
1059;1084;3
1060;1084;3
1061;998;3
1062;184;3
1063;184;3
1064;99;5
1065;99;1
1066;99;1
1067;99;1
1068;99;1
1069;99;1
1070;99;1
1071;99;1
1072;99;1
1073;49;4
1074;49;5
1075;49;1
1076;49;1
1077;49;1
1078;49;1
1079;99;1
1080;249;5
1081;49;5
1082;675;5
1083;49.5;2
1084;124;8
1085;124;8
1086;124;8
1087;124;8
1088;124;8
1089;99;2
1090;99;2
1091;99;1
1092;99;4
1093;99;2
1094;998;4
1095;998;4
1096;1000;6
1097;998;4
1098;998;4
1099;998;4
1100;1140;2
1101;1140;2
1102;1062;5
1103;1062;6
1104;1062;6
1105;1062;6
1106;1062;5
1107;1062;5
1108;1062;5
1109;1062;1
1110;1062;5
1111;1137;4
1112;125;6
1113;125;2
1114;125;6
1115;125;2
1116;125;6
1117;124;6
1118;124;1
1119;124;1
1120;124;2
1121;125;8
1122;125;2
1123;125;2
1124;125;2
1125;125;1
1126;125;2
1127;124;4
1128;125;2
1129;125;2
1130;125;2
1131;125;2
1132;125;4
1133;125;4
1134;125;6
1135;125;5
1136;125;4
1137;125;5
1138;125;5
1139;125;5
1140;125;1
1141;124;4
1142;1284;4
1143;1284;4
1144;1284.1;4
1145;1284;5
1146;1284;5
1147;1284.1;4
1148;1284;4
1149;1284;4
1150;161;5
1151;161;5
1152;161;5
1153;161;5
1154;161;5
1155;174;2
1156;198;2
1157;198;2
1158;198;2
1159;198;2
1160;198;2
1161;249;6
1162;249;6
1163;234;4
1164;249;2
1165;249;1
1166;234;4
1167;249;6
1168;249;2
1169;249;6
1170;249;8
1171;250;1
1172;250;1
1173;250;2
1174;250;1
1175;250;8
1176;250;2
1177;250;2
1178;250;1
1179;250;2
1180;250;6
1181;234;4
1182;234;1
1183;234;8
1184;234;1
1185;248;4
1186;248;4
1187;248;4
1188;248;4
1189;248;6
1190;248;1
1191;248;1
1192;248;8
1193;248;6
1194;248;6
1195;250;6
1196;249;6
1197;239;4
1198;325;5
1199;325;6
1200;325;2
1201;325;5
1202;325;4
1203;325;6
1204;347;2
1205;347;2
1206;360;8
1207;357;4
1208;357;6
1209;395;1
1210;395;6
1211;408;2
1212;408;2
1213;408;2
1214;395;5
1215;395;6
1216;395;5
1217;395;5
1218;395;4
1219;395;8
1220;395;1
1221;395;2
1222;395;4
1223;395;4
1224;397;4
1225;399;4
1226;399;4
1227;399;4
1228;395;1
1229;395;6
1230;400;1
1231;395;1
1232;445;4
1233;445;2
1234;445;4
1235;445;2
1236;447;4
1237;445;2
1238;445;2
1239;447;8
1240;447;4
1241;447;6
1242;447;4
1243;447;8
1244;447;4
1245;447;8
1246;447;4
1247;447;4
1248;447;1
1249;447;4
1250;447;6
1251;447;6
1252;447;2
1253;447;5
1254;447;4
1255;447;4
1256;499;4
1257;499;4
1258;499;4
1259;499;4
1260;499;4
1261;499;4
1262;499;1
1263;499;4
1264;499;4
1265;498;6
1266;498;2
1267;498;6
1268;498;2
1269;498;2
1270;498;2
1271;499;6
1272;499;1
1273;499;1
1274;499;1
1275;499;1
1276;499;4
1277;499;1
1278;499;2
1279;499;8
1280;499;2
1281;544;4
1282;544;6
1283;544;6
1284;544;6
1285;548;2
1286;544;2
1287;544;6
1288;572;1
1289;544;5
1290;599;4
1291;599;4
1292;599;4
1293;600;4
1294;600;4
1295;600;4
1296;600;5
1297;599;4
1298;599;4
1299;599;4
1300;600;1
1301;600;4
1302;627;2
1303;627;1
1304;627;2
1305;627;2
1306;627;4
1307;627;5
1308;627;2
1309;627;6
1310;627;6
1311;627;8
1312;627;8
1313;627;8
1314;627;4
1315;627;2
1316;627;8
1317;627;6
1318;627;8
1319;627;1
1320;655;2
1321;655;6
1322;655;6
1323;696;6
1324;747;6
1325;747;4
1326;747;4
1327;750;2
1328;736;6
1329;748;2
1330;748;2
1331;748;2
1332;748;8
1333;736;2
1334;736;2
1335;736;6
1336;736;4
1337;736;2
1338;736;2
1339;736;5
1340;748;2
1341;748;4
1342;748;5
1343;748;8
1344;736;5
1345;736;4
1346;736;2
1347;736;2
1348;736;6
1349;748;5
1350;748;5
1351;736;5
1352;747;4
1353;747;4
1354;747;4
1355;736;2
1356;736;2
1357;748;6
1358;748;4
1359;748;6
1360;748;8
1361;748;8
1362;747;4
1363;749;8
1364;747;4
1365;747;4
1366;747;4
1367;747;4
1368;747;4
1369;919;4
1370;901;6
1371;901;6
1372;901;6
1373;901;4
1374;901;4
1375;901;6
1376;901;5
1377;901;5
1378;919;4
1379;162.7;4
1380;162.7;4
1381;162.7;4
1382;124.7;1
1383;124.6;1
1384;109;4
1385;109;5
1386;109;5
1387;239;4
1388;149.1;5
1389;149.1;5
1390;162.7;5
1391;162.7;5
1392;162.7;5
1393;149.1;5
1394;149.1;4
1395;399;4
1396;399;5
1397;973;6
1398;998;4
1399;998;5
1400;998;4
1401;998;5
1402;998;4
1403;998;4
1404;998;4
1405;998;4
1406;998;4
1407;998;4
1408;998;4
1409;998;4
1410;998;4
1411;998;4
1412;998;4
1413;998;4
1414;998;4
1415;998;4
1416;998;4
1417;998;4
1418;998;5
1419;109.1;5
1420;109.1;5
1421;109.1;5
1422;1140;2
1423;1140;2
1424;1140;2
1425;1140;2
1426;1140;2
1427;1140;2
1428;1140;2
1429;1140;2
1430;1140;2
1431;1140;2
1432;1140;2
1433;1140;2
1434;1140;2
1435;1140;2
1436;1140;2
1437;1140;2
1438;1140;2
1439;1140;2
1440;1140;1
1441;1140;1
1442;1140;1
1443;1140;5
1444;1140;5
1445;124.8;5
1446;124.6;1
1447;124.8;5
1448;124.1;5
1449;124.1;5
1450;124.1;4
1451;124.1;5
1452;124;4
1453;124.8;5
1454;124.7;5
1455;124.7;5
1456;124.7;5
1457;123.9;1
1458;123.9;1
1459;124.9;4
1460;124.9;4
1461;124.9;5
1462;1284;5
1463;1284;1
1464;1284;1
1465;1284;5
1466;1284;1
1467;1284;1
1468;1284;1
1469;1284;1
1470;1284;6
1471;1284;6
1472;1284;1
1473;1284;4
1474;1284;5
1475;1284;5
1476;149.2;1
1477;184;5
1478;223;1
1479;223;1
1480;223;1
1481;223;1
1482;223;1
1483;234;8
1484;247.8;5
1485;247.8;5
1486;249.4;4
1487;249.4;4
1488;249.6;5
1489;286;4
1490;286;4
1491;286;4
1492;286;4
1493;286;4
1494;286;4
1495;286;4
1496;286;4
1497;286;4
1498;286;4
1499;286;4
1500;286;4
1501;286;4
1502;348.3;1
1503;348;5
1504;399;5
1505;399;5
1506;399;5
1507;399;5
1508;399;5
1509;399;5
1510;399;5
1511;399;5
1512;399;5
1513;399;5
1514;399;5
1515;399;5
1516;399;4
1517;399;4
1518;399;4
1519;447;2
1520;471;4
1521;471;4
1522;471;4
1523;471;4
1524;471;4
1525;471;4
1526;471;4
1527;471;4
1528;471;4
1529;471;4
1530;471;4
1531;471;4
1532;471;4
1533;471;4
1534;471;5
1535;471;5
1536;471;5
1537;471;5
1538;471;5
1539;471;3
1540;471;5
1541;471;5
1542;471;5
1543;471;5
1544;471;5
1545;471;5
1546;599;4
1547;599;4
1548;599;4
1549;599;5
1550;599;4
1551;599;4
1552;599;4
1553;649;4
1554;649;4
1555;649;4
1556;649;4
1557;649;4
1558;649;4
1559;649;4
1560;649;4
1561;649;4
1562;649;4
1563;649;4
1564;736;5
1565;749;5
1566;305;5
1567;305;5
1568;305;5
1569;305;5
1570;305;5
1571;902;8
1572;998;4
1573;998;5
1574;998;5
1575;149.2;1
1576;149.1;5
1577;249;4
1578;499;4
1579;499;1
1580;599.9;4
1581;599;4
1582;599.3;4
1583;599.9;4
1584;599;1
1585;599.9;4
1586;124.7;5
1587;124.7;5
1588;124.7;5
1589;998;5
1590;998;5
1591;998;5
1592;998;5
1593;998;6
1594;998;5
1595;998;5
1596;998;1
1597;998;5
1598;998;5
1599;998;4
1600;998;4
1601;124.7;1
1602;124.7;5
1603;124.7;5
1604;124.7;5
1605;124.7;5
1606;124.7;5
1607;124.7;5
1608;124.7;4
1609;249;1
1610;599.3;4
1611;600;1
1612;599;4
1613;599.3;4
1614;599.3;4
1615;599.3;4
1616;599.3;4
1617;599.3;4
1618;599.3;4
1619;599.3;5
1620;599.3;4
1621;599.3;1
1622;599.3;1
1623;599.3;1
1624;599.3;5
1625;998;5
1626;998;6
1627;998;6
1628;998;5
1629;998;6
1630;998;6
1631;998;6
1632;998;6
1633;998;6
1634;998;6
1635;998;6
1636;998;6
1637;998;5
1638;998;5
1639;999;5
1640;998;5
1641;998;5
1642;1137;6
1643;1137;6
1644;1137;6
1645;1137;6
1646;1137;6
1647;1137;6
1648;1137;6
1649;1137;6
1650;1137;5
1651;125;5
1652;125;5
1653;124.7;5
1654;124.7;5
1655;124.7;5
1656;124.7;5
1657;149.4;5
1658;149.6;5
1659;249;5
1660;249;5
1661;286;5
1662;286;5
1663;286;5
1664;286;5
1665;400;5
1666;400;5
1667;447;6
1668;598;5
1669;598;5
1670;598;6
1671;598;5
1672;600;6
1673;600;5
1674;599;5
1675;599;5
1676;599;5
1677;599;5
1678;599;5
1679;599;5
1680;599;6
1681;598;5
1682;598;5
1683;598;5
1684;600;5
1685;600;5
1686;599;5
1687;599;5
1688;600;5
1689;599;5
1690;599;5
1691;599;5
1692;599;5
1693;599;5
1694;599;5
1695;599;5
1696;599;5
1697;599;5
1698;599;5
1699;599;5
1700;599;5
1701;599;5
1702;599;5
1703;892;5
1704;918;5
1705;892;5
1706;892;5
1707;893;5
1708;918;5
1709;918;5
1710;918;5
1711;929;5
1712;929;5
1713;954;5
1714;954;5
1715;999;5
1716;999;5
1717;999;5
1718;999;5
1719;999;5
1720;999;5
1721;999;5
1722;999;5
1723;999;5
1724;998;5
1725;998;5
1726;999;5
1727;999;5
1728;999;5
1729;999;5
1730;999;5
1731;999;5
1732;999;5
1733;999;5
1734;999;5
1735;999;5
1736;999;5
1737;999;5
1738;999;5
1739;999;5
1740;999;5
1741;999;5
1742;999;5
1743;999;5
1744;999;5
1745;999;5
1746;998;5
1747;999;5
1748;999;5
1749;999;5
1750;124.7;5
1751;124.7;5
1752;124.7;5
1753;124.7;5
1754;124.7;5
1755;124.7;5
1756;124.7;5
1757;124.7;5
1758;149.6;5
1759;149.6;5
1760;149.6;5
1761;149;5
1762;249.4;5
1763;249.4;5
1764;249.6;5
1765;249.6;5
1766;249.6;5
1767;249.6;5
1768;249.6;5
1769;249.6;5
1770;249.6;5
1771;249.6;5
1772;249.6;5
1773;249.6;5
1774;286;5
1775;286;5
1776;286;5
1777;286;5
1778;286;5
1779;286;5
1780;286;5
1781;286;5
1782;399;5
1783;399;5
1784;399;5
1785;399;5
1786;500;5
1787;471;5
1788;471;5
1789;471;5
1790;471;5
1791;471;5
1792;471;5
1793;471;5
1794;471;5
1795;471;5
1796;500;5
1797;471;5
1798;471;5
1799;471;5
1800;471;5
1801;471;5
1802;599;5
1803;600;5
1804;599;5
1805;599;5
1806;599;5
1807;599;5
1808;599;5
1809;599;5
1810;599;5
1811;599;5
1812;599;5
1813;599;5
1814;599;5
1815;599;5
1816;599;5
1817;599;5
1818;599;5
1819;599;5
1820;599;5
1821;599;4
1822;599;5
1823;599;5
1824;599;5
1825;599;5
1826;599;5
1827;599;5
1828;599;5
1829;649;5
1830;649;5
1831;649;5
1832;649;5
1833;649;5
1834;649;5
1835;649;5
1836;649;5
1837;649;5
1838;649;5
1839;649;5
1840;649;5
1841;649;5
1842;649;5
1843;649;5
1844;929;5
1845;1046;2
1846;1046;6
1847;1046;2
1848;1046;8
1849;249;4
1850;572;6
1851;572;1
1852;572;4
1853;572;6
1854;572;6
1855;572;4
1856;572;5
1857;572;4
1858;572;6
1859;572;6
1860;572;6
1861;572;6
1862;656;6
1863;656;5
1864;656;2
1865;656;2
1866;656;4
1867;656;6
1868;656;6
1869;656;6
1870;656;8
1871;750;6
1872;747;4
1873;747;1
1874;747;6
1875;747;5
1876;747;6
1877;1046;6
1878;1046;6
1879;1046;6
1880;124;2
1881;174;1
1882;180;2
1883;194;1
1884;194.1;2
1885;49;2
1886;109.1;1
1887;194;2
1888;72;1
1889;72;1
1890;124;4
1891;124;4
1892;124;4
1893;124.1;4
1894;124;1
1895;124;1
1896;125;4
1897;249;6
1898;249;6
1899;250;6
1900;357;2
1901;357;4
1902;357;4
1903;99;1
1904;174;2
1905;248;2
1906;325;1
1907;325;1
1908;397;4
1909;325;3
1910;124;3
1911;125;8
1912;125;8
1913;125;8
1914;125;8
1915;125;8
1916;181;4
1917;181;1
1918;181;2
1919;181;2
1920;194;2
1921;194;8
1922;194;6
1923;194;1
1924;194;2
1925;194;6
1926;234;2
1927;234;8
1928;234;1
1929;249;8
1930;395;6
1931;395;2
1932;395;8
1933;395;8
1934;395;8
1935;395;4
1936;395;8
1937;395;2
1938;395;8
1939;450;8
1940;447;4
1941;447;8
1942;234;8
1943;234;8
1944;234;8
1945;250;8
1946;234;8
1947;447;8
1948;1084;8
1949;1084;8
1950;1084;8
1951;471;5
1952;471;5
1953;99;3
1954;99;3
1955;99;3
1956;99;3
1957;99;3
1958;156.8;3
1959;156.8;3
1960;149;3
1961;149;3
1962;149;3
1963;223;3
1964;223;3
1965;223;3
1966;223;3
1967;223;3
1968;223;3
1969;249;3
1970;249;3
1971;249;3
1972;249;3
1973;249;3
1974;449;3
1975;449;3
1976;449;3
1977;49;3
1978;49;3
1979;49;3
1980;49;3
1981;49;3
1982;49;3
1983;70;3
1984;72;3
1985;72;3
1986;72;3
1987;72;3
1988;80;3
1989;80;3
1990;80;3
1991;80;3
1992;80;3
1993;1084;3
1994;998;3
1995;998;3
1996;1084;3
1997;998;3
1998;99;3
1999;99;3
2000;99;3
2001;99;3
2002;99;3
2003;99;3
2004;109;3
2005;109;3
2006;109;3
2007;109;3
2008;109;3
2009;109;3
2010;109;3
2011;109;3
2012;109;3
2013;109;3
2014;124.9;3
2015;124.9;3
2016;124.9;3
2017;124.9;3
2018;124.9;3
2019;124.9;3
2020;149;3
2021;149;3
2022;149;3
2023;149;3
2024;149;3
2025;149;3
2026;149;3
2027;149;3
2028;149;3
2029;149;3
2030;149;3
2031;149;3
2032;223;3
2033;223;3
2034;223;3
2035;223;3
2036;223;3
2037;223;3
2038;223;3
2039;223;3
